BP/OIL_CONSUM_D_CHL,Oil Consumption - Daily Average - Chile
BP/OIL_CONSUM_D_COL,Oil Consumption - Daily Average - Colombia
BP/OIL_CONSUM_D_ECU,Oil Consumption - Daily Average - Ecuador
BP/OIL_CONSUM_D_PER,Oil Consumption - Daily Average - Peru
BP/OIL_CONSUM_D_TTO,Oil Consumption - Daily Average - Trinidad & Tobago
BP/OIL_CONSUM_D_VEN,Oil Consumption - Daily Average - Venezuela
BP/OIL_CONSUM_D_OSCA,Oil Consumption - Daily Average - Other S. & Cent. America
BP/OIL_CONSUM_D_CESA,Oil Consumption - Daily Average - Total S. & Cent. America
BP/OIL_CONSUM_D_AUT,Oil Consumption - Daily Average - Austria
BP/OIL_CONSUM_D_BEL,Oil Consumption - Daily Average - Belgium
BP/OIL_CONSUM_D_BLR,Oil Consumption - Daily Average - Belarus
BP/OIL_CONSUM_D_AZE,Oil Consumption - Daily Average - Azerbaijan
BP/OIL_CONSUM_D_BGR,Oil Consumption - Daily Average - Bulgaria
BP/OIL_CONSUM_D_CZE,Oil Consumption - Daily Average - Czech Republic
BP/OIL_CONSUM_D_DNK,Oil Consumption - Daily Average - Denmark
BP/OIL_CONSUM_D_FIN,Oil Consumption - Daily Average - Finland
BP/OIL_CONSUM_D_FRA,Oil Consumption - Daily Average - France
BP/OIL_CONSUM_D_DEU,Oil Consumption - Daily Average - Germany
BP/OIL_CONSUM_D_GRC,Oil Consumption - Daily Average - Greece
BP/OIL_CONSUM_D_HUN,Oil Consumption - Daily Average - Hungary
BP/OIL_CONSUM_D_IRL,Oil Consumption - Daily Average - Ireland
BP/OIL_CONSUM_D_KAZ,Oil Consumption - Daily Average - Kazakhstan
BP/OIL_CONSUM_D_ITA,Oil Consumption - Daily Average - Italy
BP/OIL_CONSUM_D_LTU,Oil Consumption - Daily Average - Lithuania
BP/OIL_CONSUM_D_NLD,Oil Consumption - Daily Average - Netherlands
BP/OIL_CONSUM_D_NOR,Oil Consumption - Daily Average - Norway
BP/OIL_CONSUM_D_POL,Oil Consumption - Daily Average - Poland
BP/OIL_CONSUM_D_PRT,Oil Consumption - Daily Average - Portugal
BP/OIL_CONSUM_D_ROU,Oil Consumption - Daily Average - Romania
BP/OIL_CONSUM_D_RUS,Oil Consumption - Daily Average - Russian Federation
BP/OIL_CONSUM_D_SVK,Oil Consumption - Daily Average - Slovakia
BP/OIL_CONSUM_D_ESP,Oil Consumption - Daily Average - Spain
BP/OIL_CONSUM_D_SWE,Oil Consumption - Daily Average - Sweden
BP/OIL_CONSUM_D_CHE,Oil Consumption - Daily Average - Switzerland
BP/OIL_CONSUM_D_TUR,Oil Consumption - Daily Average - Turkey
BP/OIL_CONSUM_D_GBR,Oil Consumption - Daily Average - United Kingdom
BP/OIL_CONSUM_D_UKR,Oil Consumption - Daily Average - Ukraine
BP/OIL_CONSUM_D_TKM,Oil Consumption - Daily Average - Turkmenistan
BP/OIL_CONSUM_D_UZB,Oil Consumption - Daily Average - Uzbekistan
BP/OIL_CONSUM_D_OEUE,Oil Consumption - Daily Average - Other Europe & Eurasia
BP/OIL_CONSUM_D_TEUE,Oil Consumption - Daily Average - Total Europe & Eurasia
BP/OIL_CONSUM_D_IRN,Oil Consumption - Daily Average - Iran
BP/OIL_CONSUM_D_ISR,Oil Consumption - Daily Average - Israel
BP/OIL_CONSUM_D_KWT,Oil Consumption - Daily Average - Kuwait
BP/OIL_CONSUM_D_QAT,Oil Consumption - Daily Average - Qatar
BP/OIL_CONSUM_D_SAU,Oil Consumption - Daily Average - Saudi Arabia
BP/OIL_CONSUM_D_OMDE,Oil Consumption - Daily Average - Other Middle East
BP/OIL_CONSUM_D_ARE,Oil Consumption - Daily Average - United Arab Emirates
BP/OIL_CONSUM_D_MIDE,Oil Consumption - Daily Average - Total Middle East
BP/OIL_CONSUM_D_DZA,Oil Consumption - Daily Average - Algeria
BP/OIL_CONSUM_D_EGY,Oil Consumption - Daily Average - Egypt
BP/OIL_CONSUM_D_ZAF,Oil Consumption - Daily Average - South Africa
BP/OIL_CONSUM_D_OAFR,Oil Consumption - Daily Average - Other Africa
BP/OIL_CONSUM_D_TAFR,Oil Consumption - Daily Average - Total Africa
BP/OIL_CONSUM_D_AUS,Oil Consumption - Daily Average - Australia
BP/OIL_CONSUM_D_BGD,Oil Consumption - Daily Average - Bangladesh
BP/OIL_CONSUM_D_CHN,Oil Consumption - Daily Average - China
BP/OIL_CONSUM_D_HKG,Oil Consumption - Daily Average - China Hong Kong SAR
BP/OIL_CONSUM_D_IND,Oil Consumption - Daily Average - India
BP/OIL_CONSUM_D_IDN,Oil Consumption - Daily Average - Indonesia
BP/OIL_CONSUM_D_JPN,Oil Consumption - Daily Average - Japan
